component,field,1,2,3,4,total
eswt,hardware,3,0,0,0,487
eswt,version,6,0,0,0,487
eswt,component,9,0,0,0,487
eswt,severity,18,0,1,0,487
eswt,assignee,0,0,0,0,487
eswt,product,1,0,0,0,487
eswt,status,0,0,0,0,487
runtime-wiki,os,0,0,0,0,2
runtime-wiki,priority,0,0,0,0,2
runtime-wiki,hardware,0,0,0,0,2
runtime-wiki,version,0,0,0,0,2
runtime-wiki,component,0,0,0,0,2
runtime-wiki,severity,0,0,0,0,2
runtime-wiki,assignee,0,0,0,0,2
runtime-wiki,product,0,0,0,0,2
runtime-wiki,status,0,0,0,0,2
documentation,os,14,0,0,0,978
documentation,priority,18,1,0,0,978
documentation,hardware,12,0,0,0,978
documentation,version,24,3,0,0,978
documentation,component,27,1,2,0,978
documentation,severity,42,2,0,0,978
documentation,assignee,0,0,0,0,978
documentation,product,3,0,0,0,978
documentation,status,0,0,0,0,978
ai,os,1,0,0,0,804
ai,priority,0,0,0,0,804
ai,hardware,0,0,0,0,804
ai,version,1,0,0,0,804
ai,component,0,0,0,0,804
ai,severity,3,0,0,0,804
ai,assignee,0,0,0,0,804
ai,product,0,0,0,0,804
ai,status,0,0,0,0,804
revisiongraph,os,0,0,0,0,65
revisiongraph,priority,0,0,0,0,65
revisiongraph,hardware,0,0,0,0,65
revisiongraph,version,1,0,0,0,65
revisiongraph,component,0,0,0,0,65
revisiongraph,severity,0,0,0,0,65
revisiongraph,assignee,0,0,0,0,65
revisiongraph,product,0,0,0,0,65
revisiongraph,status,0,0,0,0,65
calendarcombo,os,0,0,0,0,78
calendarcombo,priority,0,0,0,0,78
calendarcombo,hardware,0,0,0,0,78
calendarcombo,version,1,0,0,0,78
calendarcombo,component,1,0,0,0,78
calendarcombo,severity,3,0,0,0,78
calendarcombo,assignee,0,0,0,0,78
calendarcombo,product,1,0,0,0,78
calendarcombo,status,0,0,0,0,78
cdi,os,0,0,0,0,5
cdi,priority,0,0,0,0,5
cdi,hardware,0,0,0,0,5
cdi,version,0,0,0,0,5
cdi,component,0,0,0,0,5
cdi,severity,1,0,0,0,5
cdi,assignee,0,0,0,0,5
cdi,product,0,0,0,0,5
cdi,status,0,0,0,0,5
analysis,os,1,0,0,0,9
analysis,priority,0,0,0,0,9
analysis,hardware,0,0,0,0,9
analysis,version,0,0,0,0,9
analysis,component,0,0,0,0,9
analysis,severity,0,0,0,0,9
analysis,assignee,0,0,0,0,9
analysis,product,0,0,0,0,9
analysis,status,0,0,0,0,9
packages,os,0,0,0,0,31
packages,priority,1,0,0,0,31
packages,hardware,0,0,0,0,31
packages,version,0,0,0,0,31
packages,component,0,0,0,0,31
packages,severity,0,0,0,0,31
packages,assignee,0,0,0,0,31
packages,product,0,0,0,0,31
packages,status,0,0,0,0,31
picturecontrol,os,0,0,0,0,4
picturecontrol,priority,0,0,0,0,4
picturecontrol,hardware,0,0,0,0,4
picturecontrol,version,0,0,0,0,4
picturecontrol,component,0,0,0,0,4
picturecontrol,severity,0,0,0,0,4
picturecontrol,assignee,0,0,0,0,4
picturecontrol,product,0,0,0,0,4
picturecontrol,status,0,0,0,0,4
packager,os,9,0,0,0,163
packager,priority,1,0,0,0,163
packager,hardware,8,0,0,0,163
packager,version,7,0,0,0,163
packager,component,13,0,0,0,163
packager,severity,4,0,0,0,163
packager,assignee,0,0,0,0,163
packager,product,0,0,0,0,163
packager,status,0,0,0,0,163
proxy,os,1,0,0,0,25
proxy,priority,0,0,0,0,25
proxy,hardware,1,0,0,0,25
proxy,version,0,0,0,0,25
proxy,component,0,0,0,0,25
proxy,severity,1,0,0,0,25
proxy,assignee,0,0,0,0,25
proxy,product,0,0,0,0,25
proxy,status,0,0,0,0,25
extensions,os,0,0,0,0,8
extensions,priority,2,0,0,0,8
extensions,hardware,0,0,0,0,8
extensions,version,0,0,0,0,8
extensions,component,0,0,0,0,8
extensions,severity,0,0,0,0,8
extensions,assignee,0,0,0,0,8
extensions,product,0,0,0,0,8
extensions,status,0,0,0,0,8
util,os,0,0,0,0,27
util,priority,0,0,0,0,27
util,hardware,0,0,0,0,27
util,version,0,0,0,0,27
util,component,0,0,0,0,27
util,severity,1,0,0,0,27
util,assignee,0,0,0,0,27
util,product,0,0,0,0,27
util,status,0,0,0,0,27
reporting-package,os,1,0,0,0,23
reporting-package,priority,0,0,0,0,23
reporting-package,hardware,1,0,0,0,23
reporting-package,version,0,0,0,0,23
reporting-package,component,0,0,0,0,23
reporting-package,severity,2,0,0,0,23
reporting-package,assignee,0,0,0,0,23
reporting-package,product,0,0,0,0,23
reporting-package,status,0,0,0,0,23
ecore,os,0,0,0,0,48
ecore,priority,1,0,0,0,48
ecore,hardware,0,0,0,0,48
ecore,version,0,0,0,0,48
ecore,component,0,0,0,0,48
ecore,severity,1,0,0,0,48
ecore,assignee,0,0,0,0,48
ecore,product,0,0,0,0,48
ecore,status,0,0,0,0,48
sdk,os,1,0,0,0,40
sdk,priority,0,0,0,0,40
sdk,hardware,1,0,0,0,40
sdk,version,0,1,0,0,40
sdk,component,7,0,0,0,40
sdk,severity,1,0,0,0,40
sdk,assignee,0,0,0,0,40
sdk,product,0,0,0,0,40
sdk,status,0,0,0,0,40
sdo,os,0,0,0,0,314
sdo,priority,9,1,0,0,314
sdo,hardware,0,0,0,0,314
sdo,version,8,0,0,0,314
sdo,component,2,0,0,0,314
sdo,severity,7,0,0,0,314
sdo,assignee,0,0,0,0,314
sdo,product,0,0,0,0,314
sdo,status,0,0,0,0,314
recorder/generator,os,8,0,0,0,51
recorder/generator,priority,0,0,0,0,51
recorder/generator,hardware,8,0,0,0,51
recorder/generator,version,6,0,0,0,51
recorder/generator,component,2,0,0,0,51
recorder/generator,severity,3,0,0,0,51
recorder/generator,assignee,0,0,0,0,51
recorder/generator,product,0,0,0,0,51
recorder/generator,status,0,0,0,0,51
ecf.twitterhub,os,0,0,0,0,52
ecf.twitterhub,priority,0,0,0,0,52
ecf.twitterhub,hardware,0,0,0,0,52
ecf.twitterhub,version,0,0,0,0,52
ecf.twitterhub,component,0,0,0,0,52
ecf.twitterhub,severity,2,0,0,0,52
ecf.twitterhub,assignee,0,0,0,0,52
ecf.twitterhub,product,0,0,0,0,52
ecf.twitterhub,status,0,0,0,0,52
compare,os,19,0,0,0,1374
compare,priority,59,0,0,0,1374
compare,hardware,13,0,0,0,1374
compare,version,56,4,0,0,1374
compare,component,30,0,0,0,1374
compare,severity,66,2,0,0,1374
compare,assignee,0,0,0,0,1374
compare,product,19,0,0,0,1374
compare,status,0,0,0,0,1374
miscellaneous,os,0,0,0,0,4
miscellaneous,priority,0,0,0,0,4
miscellaneous,hardware,0,0,0,0,4
miscellaneous,version,0,0,0,0,4
miscellaneous,component,1,0,0,0,4
miscellaneous,severity,1,0,0,0,4
miscellaneous,assignee,0,0,0,0,4
miscellaneous,product,0,0,0,0,4
miscellaneous,status,0,0,0,0,4
galileo-builder,os,9,0,0,0,84
galileo-builder,priority,0,0,0,0,84
galileo-builder,hardware,9,0,0,0,84
galileo-builder,version,1,0,0,0,84
galileo-builder,component,1,0,0,0,84
galileo-builder,severity,1,0,0,0,84
galileo-builder,assignee,0,0,0,0,84
galileo-builder,product,1,0,0,0,84
galileo-builder,status,0,0,0,0,84
amfui,os,2,0,0,0,38
amfui,priority,1,1,1,0,38
amfui,hardware,2,0,0,0,38
amfui,version,4,0,0,0,38
amfui,component,1,0,0,0,38
amfui,severity,1,1,0,0,38
amfui,assignee,0,0,0,0,38
amfui,product,0,0,0,0,38
amfui,status,0,0,0,0,38
photran.editor&amp;outlineview,os,2,0,0,0,171
photran.editor&amp;outlineview,priority,25,3,0,0,171
photran.editor&amp;outlineview,hardware,1,0,0,0,171
photran.editor&amp;outlineview,version,10,0,0,0,171
photran.editor&amp;outlineview,component,14,0,0,0,171
photran.editor&amp;outlineview,severity,9,0,0,0,171
photran.editor&amp;outlineview,assignee,0,0,0,0,171
photran.editor&amp;outlineview,product,11,0,0,0,171
photran.editor&amp;outlineview,status,0,0,0,0,171
jsp,os,0,0,0,0,6
jsp,priority,0,0,0,0,6
jsp,hardware,0,0,0,0,6
jsp,version,1,0,0,0,6
jsp,component,0,0,0,0,6
jsp,severity,1,0,0,0,6
jsp,assignee,0,0,0,0,6
jsp,product,0,0,0,0,6
jsp,status,0,0,0,0,6
debugcore,os,6,0,0,0,112
debugcore,priority,6,0,0,0,112
debugcore,hardware,3,0,0,0,112
debugcore,version,3,0,0,0,112
debugcore,component,1,0,0,0,112
debugcore,severity,4,0,0,0,112
debugcore,assignee,0,0,0,0,112
debugcore,product,0,0,0,0,112
debugcore,status,0,0,0,0,112
incubators,os,1,0,0,0,168
incubators,priority,0,0,0,0,168
incubators,hardware,1,0,0,0,168
incubators,version,4,0,0,0,168
incubators,component,6,0,0,0,168
incubators,severity,3,0,0,0,168
incubators,assignee,0,0,0,0,168
incubators,product,0,0,0,0,168
incubators,status,0,0,0,0,168
validationruntimeextensions,os,0,0,0,0,12
validationruntimeextensions,priority,2,0,0,0,12
validationruntimeextensions,hardware,0,0,0,0,12
validationruntimeextensions,version,1,0,0,0,12
validationruntimeextensions,component,0,0,0,0,12
validationruntimeextensions,severity,0,0,0,0,12
validationruntimeextensions,assignee,0,0,0,0,12
validationruntimeextensions,product,0,0,0,0,12
validationruntimeextensions,status,0,0,0,0,12
eis,os,0,0,0,0,6
eis,priority,0,0,0,0,6
eis,hardware,0,0,0,0,6
eis,version,0,0,0,0,6
eis,component,0,0,0,0,6
eis,severity,0,0,0,0,6
eis,assignee,0,0,0,0,6
eis,product,0,0,0,0,6
eis,status,0,0,0,0,6
expressionlanguage,os,0,0,0,0,7
expressionlanguage,priority,0,0,0,0,7
expressionlanguage,hardware,0,0,0,0,7
expressionlanguage,version,0,0,0,0,7
expressionlanguage,component,0,0,0,0,7
expressionlanguage,severity,1,0,0,0,7
expressionlanguage,assignee,0,0,0,0,7
expressionlanguage,product,0,0,0,0,7
expressionlanguage,status,0,0,0,0,7
embedder,os,2,0,0,0,31
embedder,priority,0,0,0,0,31
embedder,hardware,2,0,0,0,31
embedder,version,0,1,0,0,31
embedder,component,2,0,0,0,31
embedder,severity,2,0,0,0,31
embedder,assignee,0,0,0,0,31
embedder,product,1,0,0,0,31
embedder,status,0,0,0,0,31
cep,os,0,0,0,0,47
cep,priority,5,0,0,0,47
cep,hardware,0,0,0,0,47
cep,version,3,0,0,0,47
cep,component,1,0,0,0,47
cep,severity,7,1,0,0,47
cep,assignee,0,0,0,0,47
cep,product,0,0,0,0,47
cep,status,0,0,0,0,47
commonbuilder(retired),os,0,0,0,0,2
commonbuilder(retired),priority,0,0,0,0,2
commonbuilder(retired),hardware,0,0,0,0,2
commonbuilder(retired),version,0,0,0,0,2
commonbuilder(retired),component,0,0,0,0,2
commonbuilder(retired),severity,0,0,0,0,2
commonbuilder(retired),assignee,0,0,0,0,2
commonbuilder(retired),product,0,0,0,0,2
commonbuilder(retired),status,0,0,0,0,2
mint,os,0,0,0,0,53
mint,priority,0,0,0,0,53
mint,hardware,0,0,0,0,53
mint,version,9,0,0,0,53
mint,component,0,0,0,0,53
mint,severity,0,0,0,0,53
mint,assignee,0,0,0,0,53
mint,product,0,0,0,0,53
mint,status,0,0,0,0,53
releng/management,os,0,0,0,0,15
releng/management,priority,4,0,0,0,15
releng/management,hardware,0,0,0,0,15
releng/management,version,0,0,0,0,15
releng/management,component,2,0,0,0,15
releng/management,severity,1,0,0,0,15
releng/management,assignee,0,0,0,0,15
releng/management,product,0,0,0,0,15
releng/management,status,0,0,0,0,15
search,os,58,0,0,0,1866
search,priority,73,4,1,0,1866
search,hardware,54,0,0,0,1866
search,version,46,1,0,0,1866
search,component,27,2,0,0,1866
search,severity,57,1,0,0,1866
search,assignee,0,0,0,0,1866
search,product,29,0,0,0,1866
search,status,0,0,0,0,1866
clientcore,os,12,0,0,0,207
clientcore,priority,11,1,0,0,207
clientcore,hardware,1,0,0,0,207
clientcore,version,3,0,0,0,207
clientcore,component,0,0,0,0,207
clientcore,severity,2,0,0,0,207
clientcore,assignee,0,0,0,0,207
clientcore,product,0,0,0,0,207
clientcore,status,0,0,0,0,207
photran.debugger&amp;consoleview,os,1,0,0,0,43
photran.debugger&amp;consoleview,priority,2,0,0,0,43
photran.debugger&amp;consoleview,hardware,1,0,0,0,43
photran.debugger&amp;consoleview,version,5,0,0,0,43
photran.debugger&amp;consoleview,component,6,0,0,0,43
photran.debugger&amp;consoleview,severity,2,0,0,0,43
photran.debugger&amp;consoleview,assignee,0,0,0,0,43
photran.debugger&amp;consoleview,product,6,0,0,0,43
photran.debugger&amp;consoleview,status,0,0,0,0,43
extdoc,os,1,0,0,0,42
extdoc,priority,1,0,0,0,42
extdoc,hardware,1,0,0,0,42
extdoc,version,1,0,0,0,42
extdoc,component,3,0,0,0,42
extdoc,severity,2,0,0,0,42
extdoc,assignee,0,0,0,0,42
extdoc,product,0,0,0,0,42
extdoc,status,0,0,0,0,42
rcp,os,3,0,0,0,107
rcp,priority,0,0,0,0,107
rcp,hardware,3,0,0,0,107
rcp,version,3,0,0,0,107
rcp,component,2,2,0,0,107
rcp,severity,6,0,0,0,107
rcp,assignee,0,0,0,0,107
rcp,product,3,0,0,0,107
rcp,status,0,0,0,0,107
completion,os,13,0,0,0,318
completion,priority,9,0,0,0,318
completion,hardware,12,0,0,0,318
completion,version,14,2,0,0,318
completion,component,12,0,0,0,318
completion,severity,23,2,0,0,318
completion,assignee,0,0,0,0,318
completion,product,2,0,0,0,318
completion,status,0,0,0,0,318
website,os,16,0,0,0,1698
website,priority,68,0,0,0,1698
website,hardware,12,0,0,0,1698
website,version,20,2,0,0,1698
website,component,22,4,0,0,1698
website,severity,49,3,4,0,1698
website,assignee,0,0,0,0,1698
website,product,9,3,0,0,1698
website,status,0,0,0,0,1698
rdt.sync,os,8,0,0,0,218
rdt.sync,priority,2,0,0,0,218
rdt.sync,hardware,6,0,0,0,218
rdt.sync,version,12,0,0,0,218
rdt.sync,component,18,0,0,0,218
rdt.sync,severity,9,1,0,0,218
rdt.sync,assignee,0,0,0,0,218
rdt.sync,product,0,0,0,0,218
rdt.sync,status,0,0,0,0,218
generalui,os,13,0,0,0,1270
generalui,priority,64,8,0,0,1270
generalui,hardware,2,0,0,0,1270
generalui,version,31,0,0,0,1270
generalui,component,23,2,0,0,1270
generalui,severity,28,1,1,0,1270
generalui,assignee,0,0,0,0,1270
generalui,product,5,0,0,0,1270
generalui,status,0,0,0,0,1270
aggregator,os,0,0,0,0,100
aggregator,priority,0,0,0,0,100
aggregator,hardware,0,0,0,0,100
aggregator,version,0,0,0,0,100
aggregator,component,1,0,0,0,100
aggregator,severity,3,0,0,0,100
aggregator,assignee,0,0,0,0,100
aggregator,product,0,0,0,0,100
aggregator,status,0,0,0,0,100
shelled,os,0,0,0,0,4
shelled,priority,0,0,0,0,4
shelled,hardware,0,0,0,0,4
shelled,version,0,0,0,0,4
shelled,component,0,0,0,0,4
shelled,severity,0,0,0,0,4
shelled,assignee,0,0,0,0,4
shelled,product,0,0,0,0,4
shelled,status,0,0,0,0,4
website/doc,os,0,0,0,0,1
website/doc,priority,0,0,0,0,1
website/doc,hardware,0,0,0,0,1
website/doc,version,0,0,0,0,1
website/doc,component,0,0,0,0,1
website/doc,severity,1,0,0,0,1
website/doc,assignee,0,0,0,0,1
website/doc,product,0,0,0,0,1
website/doc,status,0,0,0,0,1
automotive-package,os,0,0,0,0,2
automotive-package,priority,0,0,0,0,2
automotive-package,hardware,0,0,0,0,2
automotive-package,version,0,0,0,0,2
automotive-package,component,0,0,0,0,2
automotive-package,severity,0,0,0,0,2
automotive-package,assignee,0,0,0,0,2
automotive-package,product,0,0,0,0,2
automotive-package,status,0,0,0,0,2
collapsiblebuttons,os,1,0,0,0,4
collapsiblebuttons,priority,0,0,0,0,4
collapsiblebuttons,hardware,1,0,0,0,4
collapsiblebuttons,version,0,0,0,0,4
collapsiblebuttons,component,0,0,0,0,4
collapsiblebuttons,severity,0,0,0,0,4
collapsiblebuttons,assignee,0,0,0,0,4
collapsiblebuttons,product,0,0,0,0,4
collapsiblebuttons,status,0,0,0,0,4
e4,os,0,0,0,0,29
e4,priority,0,0,0,0,29
e4,hardware,0,0,0,0,29
e4,version,1,0,0,0,29
e4,component,1,0,0,0,29
e4,severity,2,0,0,0,29
e4,assignee,0,0,0,0,29
e4,product,1,0,0,0,29
e4,status,0,0,0,0,29
javame-package,os,0,0,0,0,21
javame-package,priority,0,0,0,0,21
javame-package,hardware,0,0,0,0,21
javame-package,version,2,0,0,0,21
javame-package,component,0,0,0,0,21
javame-package,severity,1,0,0,0,21
javame-package,assignee,0,0,0,0,21
javame-package,product,0,0,0,0,21
javame-package,status,0,0,0,0,21
swing,os,6,0,0,0,241
swing,priority,1,0,0,0,241
swing,hardware,5,0,0,0,241
swing,version,3,0,0,0,241
swing,component,2,0,0,0,241
swing,severity,20,3,0,0,241
swing,assignee,0,0,0,0,241
swing,product,2,0,0,0,241
swing,status,0,0,0,0,241
wizard,os,2,0,0,0,553
wizard,priority,13,3,0,0,553
wizard,hardware,1,0,0,0,553
wizard,version,8,0,0,0,553
wizard,component,30,0,0,0,553
wizard,severity,9,0,0,0,553
wizard,assignee,0,0,0,0,553
wizard,product,28,0,0,0,553
wizard,status,0,0,0,0,553
facet,os,0,0,0,0,91
facet,priority,0,0,0,0,91
facet,hardware,0,0,0,0,91
facet,version,0,0,0,0,91
facet,component,0,0,0,0,91
facet,severity,5,0,0,0,91
facet,assignee,0,0,0,0,91
facet,product,0,0,0,0,91
facet,status,0,0,0,0,91
scout,os,16,0,0,0,1667
scout,priority,9,0,0,0,1667
scout,hardware,11,0,0,0,1667
scout,version,48,1,0,0,1667
scout,component,0,0,0,0,1667
scout,severity,74,3,0,0,1667
scout,assignee,0,0,0,0,1667
scout,product,0,0,0,0,1667
scout,status,0,0,0,0,1667
visualization,os,1,0,0,0,293
visualization,priority,1,0,0,0,293
visualization,hardware,1,0,0,0,293
visualization,version,2,1,0,0,293
visualization,component,0,0,0,0,293
visualization,severity,5,0,0,0,293
visualization,assignee,0,0,0,0,293
visualization,product,0,0,0,0,293
visualization,status,0,0,0,0,293
epfwiki,os,0,0,0,0,164
epfwiki,priority,10,1,0,0,164
epfwiki,hardware,0,0,0,0,164
epfwiki,version,1,0,0,0,164
epfwiki,component,1,0,0,0,164
epfwiki,severity,2,0,0,0,164
epfwiki,assignee,0,0,0,0,164
epfwiki,product,0,0,0,0,164
epfwiki,status,0,0,0,0,164
gefdot,os,2,0,0,0,60
gefdot,priority,0,0,0,0,60
gefdot,hardware,2,0,0,0,60
gefdot,version,0,0,0,0,60
gefdot,component,4,1,0,0,60
gefdot,severity,1,0,0,0,60
gefdot,assignee,0,0,0,0,60
gefdot,product,0,0,0,0,60
gefdot,status,0,0,0,0,60
rdt,os,5,0,0,0,773
rdt,priority,30,1,0,0,773
rdt,hardware,2,0,0,0,773
rdt,version,59,6,0,0,773
rdt,component,13,0,0,0,773
rdt,severity,12,1,0,0,773
rdt,assignee,0,0,0,0,773
rdt,product,0,0,0,0,773
rdt,status,0,0,0,0,773
warproducts,os,0,0,0,0,167
warproducts,priority,0,0,0,0,167
warproducts,hardware,0,0,0,0,167
warproducts,version,3,0,0,0,167
warproducts,component,5,21,1,0,167
warproducts,severity,3,0,0,0,167
warproducts,assignee,0,0,0,0,167
warproducts,product,22,0,0,0,167
warproducts,status,0,0,0,0,167
debugger,os,16,1,0,0,1524
debugger,priority,53,6,0,0,1524
debugger,hardware,5,0,0,0,1524
debugger,version,30,2,0,1,1524
debugger,component,54,3,0,0,1524
debugger,severity,35,6,0,0,1524
debugger,assignee,0,0,0,0,1524
debugger,product,0,0,0,0,1524
debugger,status,0,0,0,0,1524
geflayout,os,0,0,0,0,15
