domain,project,1,2,3,4
technology,osee,15,31,114,154
technology,dash,1,90,36,23
technology,swtbot,12,163,127,120
technology,app4mc,0,10,32,5
technology,tycho,29,255,307,345
technology,jubula,22,695,679,487
technology,usssdk,0,0,2,4
technology,microprofile,0,0,0,0
technology,epp,27,597,250,485
technology,recommenders,30,388,470,200
technology,remus,1,43,3,0
technology,reddeer,0,0,0,0
technology,simopenpass,0,0,0,0
technology,uomo,7,21,12,4
technology,sensinact,0,0,0,0
tools,tmw,0,0,0,0
tools,pdt,117,2542,1365,1045
tools,andmore,14,34,21,11
tools,mat,11,203,173,32
tools,tracecompass.incubator,0,0,0,0
tools,titan,2,96,67,4
tools,gef,96,1172,990,462
tools,oomph,87,190,668,475
tools,linuxtools,0,0,0,0
tools,thym,14,34,42,9
tools,mtj,8,203,283,225
tools,ajdt,35,629,518,185
tools,buildship,1,207,106,76
tools,xtend,147,1227,344,207
tools,targetmanagement,0,0,0,0
tools,tcf,9,565,219,245
tools,buckminster,18,636,279,174
tools,damos,0,0,0,0
tools,ldt,11,119,141,101
tools,windowbuilder,23,198,114,120
tools,pdt.incubator,0,1,0,0
tools,cdt,744,4825,6849,4380
tools,orbit,36,297,496,121
tools,tracecompass,13,113,170,51
tools,atf,24,255,109,34
tools,aspectj,120,1360,532,461
tools,tools,0,3,4,1
tools,ptp,68,763,1124,581
tools,objectteams,20,92,452,60
webtools,wtpincubator,0,0,0,0
webtools,dalijpatools,0,0,0,0
webtools,wtpwebservices,0,0,0,0
webtools,javaeeconfig,0,0,0,0
webtools,wtpservertools,0,0,0,0
webtools,wtpsourceediting,0,0,0,0
webtools,wtpcommontools,0,0,0,0
webtools,wtpreleng,0,0,0,0
webtools,wtpejbtools,0,0,0,0
webtools,javaserverfaces,0,0,0,0
webtools,libra,3,34,37,57
webtools,wtpwebsite,0,0,0,0
webtools,webtools,0,0,0,0
webtools,jsdt,79,337,560,1207
webtools,wtpjavaeetools,0,0,0,0
