modeling-graphiti
Total,598
status,4,7081
version,1,1829
version,2,135
version,3,14
version,4,3

technology-handly
Total,142
field,recount,count
assignee,1,139
component,1,4
hardware,1,7
os,1,6
priority,1,1
priority,2,4
resolution,1,130
resolution,3,9
resolution,4,1
severity,1,9
severity,2,1
severity,3,1
severity,4,1
status,1,10
status,2,116
status,3,4
status,4,10
version,1,8

technology-recommenders.incubator
Total,225
field,recount,count
assignee,1,42
component,1,6
hardware,1,4
os,1,3
priority,1,1
priority,2,1
product,1,5
resolution,1,175
resolution,2,5
resolution,3,4
severity,1,11
status,1,142
status,2,38
status,3,7
version,1,38
version,2,3
version,4,1

mylyn-mylyn
Total,8422
field,recount,count
assignee,1,3222
assignee,2,858
assignee,3,304
assignee,4,121
component,1,644
component,2,55
component,3,9
component,4,3
hardware,1,66
hardware,2,1
os,1,164
os,2,3
os,3,1
os,4,1
priority,1,2396
priority,2,518
priority,3,188
priority,4,169
product,1,122
product,2,16
product,3,4
resolution,1,6856
resolution,2,67
resolution,3,606
resolution,4,85
severity,1,1751
severity,2,140
severity,3,19
severity,4,5
status,1,6418
status,2,422
status,3,495
status,4,292
version,1,239
version,2,15
version,3,4

mylyn-mylyndocs
Total,0

iot-wakaama
Total,10
field,recount,count
resolution,1,3
status,1,3

modeling-elk
Total,3
field,recount,count
resolution,1,2
status,1,2

soa-bpel
Total,376
field,recount,count
assignee,1,102
assignee,2,30
assignee,3,6
assignee,4,1
component,1,9
component,2,1
component,3,1
hardware,1,2
os,1,5
priority,1,15
priority,2,1
product,1,5
product,2,1
product,3,1
resolution,1,304
resolution,2,1
resolution,3,4
resolution,4,1
severity,1,14
status,1,270
status,2,35
status,3,6
status,4,2
version,1,43
version,2,10
version,3,1
version,4,12

technology-egerrit
Total,394
field,recount,count
assignee,1,165
assignee,2,8
assignee,3,3
component,1,1
component,2,1
hardware,1,1
os,1,2
priority,1,1
product,2,1
resolution,1,300
resolution,2,3
resolution,3,2
severity,1,58
status,1,215
status,2,84
status,3,9
version,1,1
version,2,1

iot-iofog
Total,0

modeling-gmftooling
Total,0

technology-jnosql
Total,0

datatools-datatools
Total,0

rt-equinox
Total,13046
field,recount,count
assignee,1,5686
assignee,2,1076
assignee,3,283
assignee,4,127
component,1,2370
component,2,375
component,3,76
component,4,31
hardware,1,143
hardware,2,1
hardware,3,1
os,1,265
os,2,9
os,3,1
priority,1,241
priority,2,39
priority,3,5
product,1,1831
product,2,128
product,3,29
product,4,13
resolution,1,10036
resolution,2,121
resolution,3,531
resolution,4,73
severity,1,849
severity,2,70
severity,3,15
severity,4,2
status,1,7742
status,2,2251
status,3,652
status,4,436
version,1,1233
version,2,84
version,3,20
version,4,5

tools-thym
Total,130
field,recount,count
assignee,1,46
assignee,2,1
component,1,1
component,2,1
hardware,1,4
os,1,4
product,1,1
product,2,1
resolution,1,80
resolution,2,1
resolution,3,1
severity,1,21
status,1,68
status,2,13
status,3,1
version,1,4
version,2,1

tools-mtj
Total,744
field,recount,count
assignee,1,335
assignee,2,28
assignee,3,7
assignee,4,1
component,1,138
component,2,8
component,3,1
hardware,1,104
hardware,2,3
os,1,65
priority,1,65
priority,2,9
priority,3,1
priority,4,1
product,1,9
product,2,2
resolution,1,666
resolution,2,6
resolution,3,20
resolution,4,2
severity,1,59
severity,2,4
status,1,71
status,2,300
status,3,241
status,4,85
version,1,124
version,2,18

mylyn-mylyncontextmft
Total,0

modeling-edapt
Total,125
field,recount,count
assignee,1,44
assignee,2,1
component,1,15
hardware,1,1
os,1,2
priority,1,43
priority,2,4
product,1,4
resolution,1,98
resolution,2,1
resolution,3,1
severity,1,12
status,1,81
status,2,22
status,3,1
version,1,5

iot-hawkbit
Total,0

modeling-fmc
Total,9
field,recount,count
resolution,1,1
status,1,1

modeling-amalgam
Total,124
field,recount,count
assignee,1,31
assignee,2,1
assignee,4,1
component,1,10
component,3,1
product,1,9
product,3,1
resolution,1,85
resolution,2,3
resolution,3,4
severity,1,7
status,1,61
status,2,23
status,3,7
status,4,1
version,1,4
version,2,1

iot-ponte
Total,4
field,recount,count
resolution,1,1
status,1,1

iot-tinydtls
Total,7
field,recount,count
assignee,1,1
priority,1,1
resolution,1,2
status,1,7

tools-ajdt
Total,1465
field,recount,count
assignee,1,461
assignee,2,87
assignee,3,23
assignee,4,9
component,1,73
component,2,24
component,3,1
component,4,1
hardware,1,4
os,1,14
priority,1,67
priority,2,11
priority,3,1
product,1,74
product,2,17
product,3,5
resolution,1,1243
resolution,2,11
resolution,3,43
severity,1,92
severity,2,7
severity,3,1
status,1,1204
status,2,47
status,3,36
status,4,12
version,1,146
version,2,27
version,3,1

mylyn-mylyncontext
Total,0

technology-ogee
Total,33
field,recount,count
assignee,1,2
assignee,2,2
component,2,1
product,1,1
resolution,1,26
resolution,2,1
resolution,3,1
severity,1,3
status,1,14
status,2,13
status,3,1
status,4,1
version,1,5
version,2,1

tools-buildship
Total,390
field,recount,count
assignee,1,68
assignee,2,10
assignee,3,1
component,1,6
hardware,1,20
os,1,23
os,2,1
priority,1,3
product,1,6
resolution,1,365
resolution,2,4
resolution,3,18
resolution,4,1
severity,1,42
severity,2,2
status,1,135
status,2,151
status,3,79
status,4,24
version,1,69
version,2,47
version,3,1

iot-kura
Total,46
field,recount,count
assignee,1,3
resolution,1,26
resolution,3,1
severity,1,2
status,1,17
status,2,10
status,3,1

modeling-mmt.atl
Total,271
field,recount,count
assignee,1,10
component,1,5
os,1,3
product,1,2
resolution,1,201
resolution,3,5
severity,1,5
severity,2,2
severity,3,1
status,1,150
status,2,40
status,3,15
status,4,7
version,1,3

modeling-sirius
Total,1595
field,recount,count
assignee,1,692
assignee,2,82
assignee,3,14
assignee,4,8
component,1,48
component,2,2
hardware,1,161
hardware,3,1
os,1,178
os,3,1
priority,1,80
priority,2,5
product,1,23
product,2,1
resolution,1,910
resolution,2,13
resolution,3,92
resolution,4,12
severity,1,167
severity,2,9
severity,3,2
status,1,298
status,2,76
status,3,232
status,4,627
version,1,80
version,2,5

technology-packagedrone
Total,0

technology-hudson
Total,1423
field,recount,count
assignee,1,270
assignee,2,18
assignee,3,1
assignee,4,1
component,1,80
component,2,4
hardware,1,13
os,1,83
os,2,1
priority,1,17
product,1,39
resolution,1,641
resolution,2,30
resolution,3,17
resolution,4,2
severity,1,77
severity,2,4
status,1,362
status,2,318
status,3,113
status,4,24
version,1,53
version,3,1

mylyn-mylynbuilds
Total,0

science-chemclipse
Total,22
field,recount,count
hardware,1,1
os,1,1
resolution,1,9
status,1,11

technology-camf
Total,12
field,recount,count
assignee,1,2
component,1,1
resolution,1,4
severity,1,1
status,1,3
status,2,1

modeling-gmfnotation
Total,0

tools-xtend
Total,2297
field,recount,count
assignee,1,234
assignee,2,28
assignee,3,2
component,1,195
component,2,29
component,3,3
hardware,1,42
os,1,48
priority,1,2
priority,2,1
product,1,141
resolution,1,1560
resolution,2,31
resolution,3,78
resolution,4,4
severity,1,256
severity,2,56
severity,3,3
status,1,869
status,2,585
status,3,276
status,4,111
version,1,160
version,2,12
version,3,1

technology-stem
Total,437
field,recount,count
assignee,1,284
assignee,2,42
assignee,3,31
assignee,4,10
component,1,35
component,2,2
component,3,1
hardware,1,47
os,1,47
priority,1,29
priority,2,3
priority,3,2
priority,4,1
product,1,2
product,3,1
resolution,1,363
resolution,2,2
resolution,3,29
resolution,4,3
severity,1,21
severity,2,3
status,1,60
status,2,128
status,3,153
status,4,84
version,1,1

tools-targetmanagement
Total,0

technology-woolsey
Total,50
field,recount,count
assignee,1,2
component,1,1
component,2,1
priority,1,1
priority,2,1
product,1,2
resolution,1,31
severity,1,1
status,1,31

tools-tcf
Total,1144
field,recount,count
assignee,1,291
assignee,2,25
component,1,208
component,2,12
component,3,1
hardware,1,23
os,1,34
priority,1,22
priority,2,2
product,1,178
product,2,4
resolution,1,958
resolution,2,6
resolution,3,40
resolution,4,7
severity,1,64
severity,2,1
status,1,905
status,2,59
status,3,39
status,4,12
version,1,97
version,2,4

modeling-emft.facet
Total,828
field,recount,count
assignee,1,581
assignee,2,19
assignee,3,4
assignee,4,1
component,1,10
component,2,2
hardware,1,67
os,1,69
priority,1,476
priority,2,125
priority,3,22
priority,4,9
product,1,5
product,2,2
resolution,1,569
resolution,2,7
resolution,3,28
resolution,4,5
severity,1,110
severity,2,5
severity,3,1
status,1,177
status,2,316
status,3,117
status,4,26
version,1,127
version,2,3

webtools-wtpreleng
Total,0

iot-paho
Total,143
field,recount,count
assignee,1,53
assignee,2,6
assignee,3,3
assignee,4,1
component,1,10
hardware,1,6
os,1,6
resolution,1,98
resolution,2,2
severity,1,3
status,1,82
status,2,22
status,3,7
version,1,3

technology-sw360
Total,0

webtools-wtpejbtools
Total,0

modeling-etrice
Total,541
field,recount,count
assignee,1,104
assignee,2,9
assignee,3,1
component,1,5
priority,1,3
resolution,1,414
resolution,3,4
severity,1,63
severity,2,1
status,1,239
status,2,170
status,3,25
status,4,2
version,1,17
version,2,1

mylyn-mylyndocsvex
Total,0

iot-mihini
Total,121
field,recount,count
assignee,1,41
assignee,2,2
assignee,3,3
assignee,4,1
priority,1,39
priority,2,14
priority,3,3
priority,4,2
resolution,1,116
resolution,2,2
resolution,3,2
resolution,4,1
severity,1,17
severity,2,1
status,1,99
status,2,19
status,3,1
status,4,2

technology-collections
Total,0

technology-cbi
Total,613
field,recount,count
assignee,1,216
assignee,2,46
assignee,3,19
assignee,4,2
component,1,268
component,2,27
component,3,30
component,4,1
hardware,1,14
os,1,20
priority,1,24
priority,2,1
product,1,254
product,2,44
product,3,2
resolution,1,445
resolution,2,11
resolution,3,26
resolution,4,3
severity,1,45
severity,2,9
status,1,384
status,2,72
status,3,25
status,4,10
version,1,63
version,2,4

ecd-cft
Total,131
field,recount,count
assignee,1,40
component,1,1
product,1,1
resolution,1,101
resolution,3,1
severity,1,1
status,1,88
status,2,13
status,3,1

modeling-gmp
Total,245
field,recount,count
assignee,1,127
assignee,2,13
assignee,3,2
assignee,4,1
component,1,27
component,2,2
component,3,1
os,1,7
os,2,1
priority,1,35
priority,2,1
product,1,7
product,2,2
resolution,1,225
resolution,2,2
resolution,3,10
severity,1,12
severity,2,4
status,1,172
status,2,40
status,3,15
status,4,11
version,1,10
version,2,2
version,3,1

iot-om2m
Total,44
field,recount,count
assignee,1,21
component,3,1
hardware,1,1
resolution,1,30
resolution,2,1
resolution,3,2
severity,1,1
status,1,19
status,2,10
status,3,4
status,4,3
version,2,2

tools-buckminster
Total,1261
field,recount,count
assignee,1,266
assignee,2,31
assignee,3,4
assignee,4,1
component,1,26
component,2,1
component,3,1
hardware,1,139
hardware,2,1
os,1,144
os,2,1
priority,1,38
priority,2,2
product,1,12
resolution,1,1015
resolution,2,9
resolution,3,45
resolution,4,8
severity,1,59
severity,2,2
status,1,651
status,2,297
status,3,90
status,4,45
version,1,27
version,2,2

rt-gemini.blueprint
Total,87
field,recount,count
assignee,1,33
assignee,2,4
component,1,8
os,1,1
product,1,6
resolution,1,73
resolution,2,1
resolution,3,1
resolution,4,1
severity,1,11
status,1,57
status,2,16
status,3,1
status,4,2
version,1,16

rt-gemini.management
Total,49
field,recount,count
assignee,1,37
assignee,2,1
component,1,1
